,Election Date,Province,Riding,lat,lon,Results,Liberal,Conservative,NDP,Green,Bloc,Other
96,1997-06-02,Newfoundland and Labrador,BURIN--ST. GEORGE'S,47.036724299999996,-55.166627399999996,[0.3856 0.457  0.1575 0.     0.     0.    ],0.3856,0.457,0.1575,0,0,0
97,1997-06-02,Newfoundland and Labrador,GANDER--GRAND FALLS,48.954974,-54.611664000000005,[0.5221 0.3369 0.141  0.     0.     0.    ],0.5221,0.3369,0.141,0,0,0
98,1997-06-02,Newfoundland and Labrador,HUMBER--ST. BARBE--BAIE VERTE,49.5959484,-57.3109853,[0.3983 0.4556 0.146  0.     0.     0.    ],0.3983,0.4556,0.146,0,0,0
99,1997-06-02,Newfoundland and Labrador,LABRADOR,55.878343900000004,-62.233045236002596,[0.5062 0.1158 0.3779 0.     0.     0.    ],0.5062,0.11580000000000001,0.3779,0,0,0
100,1997-06-02,Newfoundland and Labrador,ST. JOHN'S EAST,47.561701,-52.715149,[0.2717 0.4344 0.2809 0.0087 0.     0.0043],0.2717,0.4344,0.2809,0.0087,0,0.0043
101,1997-06-02,Newfoundland and Labrador,ST. JOHN'S WEST,47.4824161,-52.7976314558047,[0.3708 0.466  0.156  0.     0.     0.0072],0.37079999999999996,0.46599999999999997,0.156,0,0,0.0072
102,1997-06-02,Northwest Territories,NUNAVUT,66.412945,-94.867143,[0.4589 0.3035 0.2376 0.     0.     0.    ],0.45890000000000003,0.3035,0.2376,0,0,0
103,1997-06-02,Northwest Territories,WESTERN ARCTIC,65.020791,-122.25549099999999,[0.4164 0.2733 0.193  0.     0.     0.1173],0.4164,0.2733,0.193,0,0,0.1173
104,1997-06-02,Nova Scotia,BRAS D'OR,46.253249700000005,-60.289425699999995,[0.3844 0.2026 0.413  0.     0.     0.    ],0.38439999999999996,0.2026,0.413,0,0,0
105,1997-06-02,Nova Scotia,CUMBERLAND--COLCHESTER,45.6834902,-64.1938061,[0.2579 0.5762 0.142  0.     0.     0.0239],0.2579,0.5762,0.142,0,0,0.0239
106,1997-06-02,Nova Scotia,DARTMOUTH,44.679970700000005,-63.57202320000001,[0.2721 0.3866 0.3257 0.     0.     0.0157],0.2721,0.3866,0.3257,0,0,0.0157
107,1997-06-02,Nova Scotia,HALIFAX,44.8543667,-63.137798,[0.2164 0.287  0.4902 0.     0.     0.0064],0.2164,0.28700000000000003,0.4902,0,0,0.0064
108,1997-06-02,Nova Scotia,HALIFAX WEST,44.648618,-63.58594870000001,[0.3089 0.3393 0.3463 0.     0.     0.0054],0.3089,0.3393,0.34630000000000005,0,0,0.0054
109,1997-06-02,Nova Scotia,KINGS--HANTS,45.060534600000004,-64.5945765,[0.3026 0.4966 0.1897 0.     0.     0.011 ],0.30260000000000004,0.49660000000000004,0.18969999999999998,0,0,0.011
110,1997-06-02,Nova Scotia,PICTOU--ANTIGONISH--GUYSBOROUGH,45.5855373,-62.728321900000005,[0.299  0.5029 0.1928 0.     0.     0.0053],0.299,0.5029,0.1928,0,0,0.0053
111,1997-06-02,Nova Scotia,SACKVILLE--EASTERN SHORE,44.8014509,-63.7296755,[0.2626 0.4286 0.3037 0.     0.     0.0052],0.2626,0.4286,0.3037,0,0,0.0052
112,1997-06-02,Nova Scotia,SOUTH SHORE,45.76850820000001,-63.3209207,[0.2902 0.495  0.2072 0.     0.     0.0076],0.2902,0.495,0.2072,0,0,0.0076
113,1997-06-02,Nova Scotia,SYDNEY--VICTORIA,46.137977,-60.194092000000005,[0.2633 0.2257 0.511  0.     0.     0.    ],0.2633,0.2257,0.511,0,0,0
114,1997-06-02,Nova Scotia,WEST NOVA,43.931369000000004,-59.9962411,[0.257  0.5312 0.2046 0.     0.     0.0072],0.257,0.5312,0.2046,0,0,0.0072
115,1997-06-02,Ontario,ALGOMA--MANITOULIN,47.8134127,-84.65565169999999,[0.4131 0.3506 0.2362 0.     0.     0.    ],0.4131,0.35059999999999997,0.23620000000000002,0,0,0
116,1997-06-02,Ontario,BARRIE--SIMCOE--BRADFORD,44.389311299999996,-79.6901736,[0.4348 0.4944 0.0476 0.0093 0.     0.0138],0.43479999999999996,0.49440000000000006,0.047599999999999996,0.009300000000000001,0,0.0138
117,1997-06-02,Ontario,BEACHES--EAST YORK,43.6710244,-79.296712,[0.4793 0.2665 0.2355 0.0129 0.     0.0058],0.4793,0.2665,0.23550000000000001,0.0129,0,0.0058
118,1997-06-02,Ontario,BRAMALEA--GORE--MALTON,43.7204722,-79.7218702,[0.4637 0.4736 0.0559 0.     0.     0.0068],0.4637,0.4736,0.0559,0,0,0.0068000000000000005
119,1997-06-02,Ontario,BRAMPTON CENTRE,43.6969984,-79.71346825614359,[0.4885 0.4314 0.0767 0.     0.     0.0033],0.4885,0.4314,0.0767,0,0,0.0033
120,1997-06-02,Ontario,BRAMPTON WEST--MISSISSAUGA,43.6771752,-79.829236141826,[0.5999 0.3519 0.0482 0.     0.     0.    ],0.5999,0.3519,0.0482,0,0,0
121,1997-06-02,Ontario,BRANT,43.1010804,-80.4288217,[0.5297 0.356  0.1142 0.     0.     0.    ],0.5297,0.356,0.1142,0,0,0
